DATE,TITLE,REVIEW,RATING,USERNAME,HELPFUL_VOTES,REVIEW_LENGTH,PLATFORM,LANGUAGE,LOCATION,VERSION,VERIFIED_PURCHASE,CLEAN_REVIEW,SENTIMENT
2025-05-03,review title 194,"Great experience, smooth performance and useful features.",4,user194,195,7,app store,hi,uk,1.2.3,Yes,great experience smooth performance useful feature,Positive
2025-02-02,review title 195,"Not bad, but updates are needed for better performance.",3,user195,143,9,google play,fr,kenya,2.1.4,No,bad update needed better performance,Neutral
2025-02-02,review title 196,"Decent app, neither too good nor too bad.",3,user196,169,8,website,zh,nepal,2.1.4,No,decent app neither good bad,Neutral
2025-02-02,review title 197,"Great experience, smooth performance and useful features.",5,user197,182,7,website,zh,france,3.5.6,No,great experience smooth performance useful feature,Positive
2025-02-02,review title 198,"Decent app, neither too good nor too bad.",3,user198,144,8,amazon,ja,poland,3.5.6,No,decent app neither good bad,Neutral
2025-02-02,review title 199,Amazing quality and user-friendly interface.,4,user199,66,5,app store,es,germany,3.5.6,Yes,amazing quality userfriendly interface,Positive
2025-02-02,review title 200,"Not bad, but updates are needed for better performance.",3,user200,112,9,flipkart,es,italy,3.5.6,Yes,bad update needed better performance,Neutral
2025-02-02,review title 201,"Waste of time, does not meet expectations.",1,user201,72,7,app store,es,germany,1.2.3,No,waste time meet expectation,Negative
2025-02-02,review title 202,"Not satisfied, many bugs and issues.",2,user202,163,6,flipkart,zh,qatar,2.1.4,No,satisfied many bug issue,Negative
2025-02-02,review title 203,"Not bad, but updates are needed for better performance.",3,user203,91,9,website,pt,usa,2.1.4,No,bad update needed better performance,Neutral
2024-01-06,review title 204,"Very disappointing experience, the app crashes often.",2,user204,12,7,google play,ar,usa,3.5.6,No,disappointing experience app crash often,Negative
2024-01-06,review title 205,"Terrible experience, needs major improvements.",2,user205,140,5,app store,es,qatar,4.2.1,No,terrible experience need major improvement,Negative
2024-02-03,review title 206,"Great experience, smooth performance and useful features.",5,user206,159,7,flipkart,zh,kenya,1.2.3,Yes,great experience smooth performance useful feature,Positive
2024-02-03,review title 207,"Great experience, smooth performance and useful features.",5,user207,25,7,google play,zh,kenya,2.1.4,Yes,great experience smooth performance useful feature,Positive
2024-02-03,review title 208,Works fine but there is room for improvement.,3,user208,61,8,website,hi,usa,3.5.6,Yes,work fine room improvement,Neutral
2024-02-03,review title 209,Very reliable and worth using regularly.,4,user209,33,6,app store,de,germany,2.1.4,No,reliable worth using regularly,Positive
2024-02-03,review title 210,"Very disappointing experience, the app crashes often.",2,user210,34,7,app store,en,india,2.1.4,No,disappointing experience app crash often,Negative
2024-02-03,review title 211,"Terrible experience, needs major improvements.",1,user211,132,5,flipkart,en,uk,1.2.3,Yes,terrible experience need major improvement,Negative
2024-02-03,review title 212,"Average experience, some features could be improved.",3,user212,184,7,app store,hi,india,2.1.4,No,average experience feature could improved,Neutral
2024-09-07,review title 213,"Very disappointing experience, the app crashes often.",1,user213,164,7,google play,pt,nepal,1.2.3,No,disappointing experience app crash often,Negative
2024-09-07,review title 214,"Excellent app, very easy to use and extremely helpful.",4,user214,132,9,website,es,poland,3.5.6,Yes,excellent app easy use extremely helpful,Positive
2024-01-02,review title 215,"Not bad, but updates are needed for better performance.",3,user215,193,9,app store,zh,italy,4.2.1,Yes,bad update needed better performance,Neutral
2024-01-02,review title 216,Very reliable and worth using regularly.,5,user216,92,6,app store,es,kenya,2.1.4,No,reliable worth using regularly,Positive
2024-01-02,review title 217,"Excellent app, very easy to use and extremely helpful.",4,user217,134,9,flipkart,es,uk,4.2.1,Yes,excellent app easy use extremely helpful,Positive
2024-01-02,review title 218,"Average experience, some features could be improved.",3,user218,135,7,google play,ar,france,2.1.4,Yes,average experience feature could improved,Neutral
2024-01-02,review title 219,"Highly satisfied, the app works exactly as expected.",4,user219,151,8,amazon,zh,kenya,5.0.3,No,highly satisfied app work exactly expected,Positive
2024-01-02,review title 220,"Highly satisfied, the app works exactly as expected.",4,user220,163,8,flipkart,en,germany,2.1.4,Yes,highly satisfied app work exactly expected,Positive
2024-01-02,review title 221,The app is okay and does its job reasonably well.,3,user221,167,10,amazon,ar,qatar,1.2.3,Yes,app okay job reasonably well,Neutral
2024-01-02,review title 222,"Excellent app, very easy to use and extremely helpful.",4,user222,191,9,flipkart,de,france,1.2.3,Yes,excellent app easy use extremely helpful,Positive
2025-03-03,review title 223,The app is okay and does its job reasonably well.,3,user223,119,10,website,hi,india,4.2.1,No,app okay job reasonably well,Neutral
2025-04-07,review title 224,"Not bad, but updates are needed for better performance.",3,user224,116,9,amazon,ja,poland,1.2.3,No,bad update needed better performance,Neutral
2025-04-07,review title 225,"Not satisfied, many bugs and issues.",1,user225,163,6,website,ja,kenya,4.2.1,Yes,satisfied many bug issue,Negative
2025-04-07,review title 226,"Terrible experience, needs major improvements.",2,user226,150,5,google play,en,usa,5.0.3,No,terrible experience need major improvement,Negative
2025-04-07,review title 227,"Not bad, but updates are needed for better performance.",3,user227,143,9,amazon,ja,italy,3.5.6,Yes,bad update needed better performance,Neutral
2025-04-07,review title 228,Very reliable and worth using regularly.,5,user228,113,6,website,pt,italy,3.5.6,No,reliable worth using regularly,Positive
2025-05-05,review title 229,Very reliable and worth using regularly.,5,user229,103,6,google play,fr,germany,5.0.3,Yes,reliable worth using regularly,Positive
2025-05-05,review title 230,Poor performance and not user-friendly.,1,user230,44,5,app store,es,france,4.2.1,No,poor performance userfriendly,Negative
2025-05-05,review title 231,"Great experience, smooth performance and useful features.",5,user231,97,7,google play,zh,poland,2.1.4,No,great experience smooth performance useful feature,Positive
2025-05-05,review title 232,"Not bad, but updates are needed for better performance.",3,user232,74,9,flipkart,fr,poland,5.0.3,Yes,bad update needed better performance,Neutral
2025-05-05,review title 233,Works fine but there is room for improvement.,3,user233,141,8,app store,es,france,2.1.4,No,work fine room improvement,Neutral
2024-09-03,review title 234,"Terrible experience, needs major improvements.",1,user234,135,5,flipkart,de,germany,1.2.3,Yes,terrible experience need major improvement,Negative
2024-09-03,review title 235,"Not bad, but updates are needed for better performance.",3,user235,101,9,amazon,de,usa,2.1.4,Yes,bad update needed better performance,Neutral
2024-09-03,review title 236,"Terrible experience, needs major improvements.",1,user236,2,5,flipkart,hi,poland,1.2.3,No,terrible experience need major improvement,Negative
2024-09-03,review title 237,"Waste of time, does not meet expectations.",2,user237,161,7,website,ja,poland,5.0.3,No,waste time meet expectation,Negative
2024-09-03,review title 238,Very reliable and worth using regularly.,4,user238,194,6,website,de,usa,2.1.4,Yes,reliable worth using regularly,Positive
2024-09-03,review title 239,"Terrible experience, needs major improvements.",2,user239,5,5,app store,de,india,2.1.4,No,terrible experience need major improvement,Negative
2024-09-03,review title 240,Poor performance and not user-friendly.,1,user240,190,5,website,ar,germany,5.0.3,No,poor performance userfriendly,Negative
2024-09-03,review title 241,Poor performance and not user-friendly.,2,user241,115,5,app store,hi,italy,1.2.3,Yes,poor performance userfriendly,Negative
2024-07-03,review title 242,Poor performance and not user-friendly.,1,user242,94,5,amazon,fr,germany,5.0.3,No,poor performance userfriendly,Negative
2024-08-08,review title 243,"Terrible experience, needs major improvements.",2,user243,120,5,amazon,zh,nepal,3.5.6,Yes,terrible experience need major improvement,Negative
2024-08-08,review title 244,"Not satisfied, many bugs and issues.",2,user244,52,6,website,zh,qatar,1.2.3,No,satisfied many bug issue,Negative
2024-08-08,review title 245,Poor performance and not user-friendly.,2,user245,112,5,google play,ja,germany,3.5.6,No,poor performance userfriendly,Negative
2024-02-04,review title 246,"Highly satisfied, the app works exactly as expected.",4,user246,19,8,app store,hi,germany,1.2.3,Yes,highly satisfied app work exactly expected,Positive
2024-02-04,review title 247,Poor performance and not user-friendly.,2,user247,187,5,flipkart,fr,germany,1.2.3,Yes,poor performance userfriendly,Negative
2024-02-04,review title 248,Works fine but there is room for improvement.,3,user248,22,8,app store,ar,nepal,3.5.6,No,work fine room improvement,Neutral
2024-02-04,review title 249,"Decent app, neither too good nor too bad.",3,user249,37,8,google play,de,india,5.0.3,No,decent app neither good bad,Neutral
2024-02-04,review title 250,"Highly satisfied, the app works exactly as expected.",4,user250,18,8,website,en,india,4.2.1,No,highly satisfied app work exactly expected,Positive
2024-02-04,review title 251,Poor performance and not user-friendly.,1,user251,88,5,amazon,pt,qatar,3.5.6,No,poor performance userfriendly,Negative
2024-08-02,review title 252,"Highly satisfied, the app works exactly as expected.",4,user252,75,8,flipkart,ar,india,4.2.1,No,highly satisfied app work exactly expected,Positive
2024-08-02,review title 253,The app is okay and does its job reasonably well.,3,user253,108,10,amazon,en,kenya,4.2.1,No,app okay job reasonably well,Neutral
2024-01-06,review title 254,"Very disappointing experience, the app crashes often.",2,user254,136,7,google play,fr,germany,1.2.3,No,disappointing experience app crash often,Negative
2024-01-06,review title 255,"Average experience, some features could be improved.",3,user255,20,7,app store,en,poland,4.2.1,Yes,average experience feature could improved,Neutral
2024-01-06,review title 256,"Waste of time, does not meet expectations.",1,user256,53,7,google play,en,poland,1.2.3,Yes,waste time meet expectation,Negative
2024-01-06,review title 257,Amazing quality and user-friendly interface.,5,user257,178,5,website,ar,italy,4.2.1,No,amazing quality userfriendly interface,Positive
2024-01-06,review title 258,Works fine but there is room for improvement.,3,user258,95,8,google play,zh,italy,4.2.1,Yes,work fine room improvement,Neutral
2024-01-06,review title 259,"Excellent app, very easy to use and extremely helpful.",5,user259,47,9,website,ar,germany,5.0.3,Yes,excellent app easy use extremely helpful,Positive
2024-01-06,review title 260,Works fine but there is room for improvement.,3,user260,100,8,amazon,ar,germany,2.1.4,No,work fine room improvement,Neutral
2024-01-09,review title 261,Amazing quality and user-friendly interface.,5,user261,145,5,google play,ja,italy,1.2.3,Yes,amazing quality userfriendly interface,Positive
2024-01-09,review title 262,"Excellent app, very easy to use and extremely helpful.",5,user262,60,9,flipkart,fr,italy,4.2.1,Yes,excellent app easy use extremely helpful,Positive
2024-01-09,review title 263,Works fine but there is room for improvement.,3,user263,173,8,amazon,fr,usa,1.2.3,No,work fine room improvement,Neutral
2024-01-09,review title 264,Very reliable and worth using regularly.,5,user264,128,6,website,de,germany,5.0.3,Yes,reliable worth using regularly,Positive
2024-01-09,review title 265,"Very disappointing experience, the app crashes often.",2,user265,125,7,website,ja,france,4.2.1,Yes,disappointing experience app crash often,Negative
2024-08-09,review title 266,"Great experience, smooth performance and useful features.",4,user266,148,7,google play,es,italy,5.0.3,Yes,great experience smooth performance useful feature,Positive
2024-08-09,review title 267,Poor performance and not user-friendly.,1,user267,134,5,flipkart,es,nepal,2.1.4,Yes,poor performance userfriendly,Negative
2024-08-09,review title 268,"Decent app, neither too good nor too bad.",3,user268,93,8,website,zh,italy,5.0.3,Yes,decent app neither good bad,Neutral
2024-01-05,review title 269,"Waste of time, does not meet expectations.",2,user269,160,7,amazon,es,france,2.1.4,Yes,waste time meet expectation,Negative
2024-01-05,review title 270,"Decent app, neither too good nor too bad.",3,user270,165,8,amazon,fr,uk,4.2.1,Yes,decent app neither good bad,Neutral
2024-09-07,review title 271,Amazing quality and user-friendly interface.,5,user271,195,5,google play,ar,nepal,2.1.4,Yes,amazing quality userfriendly interface,Positive
2024-01-09,review title 272,"Not satisfied, many bugs and issues.",1,user272,161,6,app store,fr,kenya,3.5.6,Yes,satisfied many bug issue,Negative
2024-01-09,review title 273,"Highly satisfied, the app works exactly as expected.",4,user273,69,8,google play,hi,germany,1.2.3,No,highly satisfied app work exactly expected,Positive
2024-01-09,review title 274,"Highly satisfied, the app works exactly as expected.",4,user274,82,8,amazon,de,kenya,2.1.4,Yes,highly satisfied app work exactly expected,Positive
2024-01-09,review title 275,Poor performance and not user-friendly.,1,user275,182,5,app store,es,poland,4.2.1,No,poor performance userfriendly,Negative
2024-06-06,review title 276,Amazing quality and user-friendly interface.,4,user276,118,5,google play,fr,uk,2.1.4,No,amazing quality userfriendly interface,Positive
2024-06-06,review title 277,"Not bad, but updates are needed for better performance.",3,user277,27,9,website,ja,india,5.0.3,No,bad update needed better performance,Neutral
2024-09-08,review title 278,Very reliable and worth using regularly.,5,user278,82,6,flipkart,pt,italy,1.2.3,Yes,reliable worth using regularly,Positive
2024-09-08,review title 279,"Excellent app, very easy to use and extremely helpful.",5,user279,15,9,app store,ja,poland,1.2.3,No,excellent app easy use extremely helpful,Positive
2025-05-09,review title 280,"Waste of time, does not meet expectations.",2,user280,182,7,google play,fr,india,4.2.1,Yes,waste time meet expectation,Negative
2025-05-09,review title 281,"Excellent app, very easy to use and extremely helpful.",4,user281,58,9,google play,zh,kenya,4.2.1,Yes,excellent app easy use extremely helpful,Positive
2025-05-09,review title 282,"Excellent app, very easy to use and extremely helpful.",5,user282,37,9,app store,fr,poland,3.5.6,No,excellent app easy use extremely helpful,Positive
2025-05-09,review title 283,"Great experience, smooth performance and useful features.",4,user283,68,7,google play,zh,uk,4.2.1,Yes,great experience smooth performance useful feature,Positive
2024-09-09,review title 284,"Decent app, neither too good nor too bad.",3,user284,57,8,flipkart,zh,italy,2.1.4,No,decent app neither good bad,Neutral
2024-09-08,review title 285,"Very disappointing experience, the app crashes often.",2,user285,38,7,website,de,qatar,1.2.3,Yes,disappointing experience app crash often,Negative
2024-09-08,review title 286,"Not bad, but updates are needed for better performance.",3,user286,143,9,flipkart,pt,india,4.2.1,Yes,bad update needed better performance,Neutral
2024-09-08,review title 287,"Average experience, some features could be improved.",3,user287,198,7,app store,pt,india,4.2.1,No,average experience feature could improved,Neutral
2024-08-07,review title 288,"Waste of time, does not meet expectations.",2,user288,198,7,website,es,italy,5.0.3,No,waste time meet expectation,Negative
2024-08-07,review title 289,The app is okay and does its job reasonably well.,3,user289,26,10,website,hi,poland,4.2.1,Yes,app okay job reasonably well,Neutral
2024-08-07,review title 290,"Decent app, neither too good nor too bad.",3,user290,182,8,website,zh,qatar,5.0.3,Yes,decent app neither good bad,Neutral
2024-08-07,review title 291,"Highly satisfied, the app works exactly as expected.",4,user291,73,8,flipkart,fr,nepal,2.1.4,Yes,highly satisfied app work exactly expected,Positive
2024-08-07,review title 292,"Great experience, smooth performance and useful features.",4,user292,24,7,google play,ja,kenya,4.2.1,No,great experience smooth performance useful feature,Positive
2024-08-07,review title 293,"Excellent app, very easy to use and extremely helpful.",5,user293,61,9,website,hi,usa,5.0.3,Yes,excellent app easy use extremely helpful,Positive
2024-08-09,review title 294,"Excellent app, very easy to use and extremely helpful.",4,user294,48,9,website,hi,germany,4.2.1,Yes,excellent app easy use extremely helpful,Positive
2024-06-05,review title 295,"Great experience, smooth performance and useful features.",5,user295,124,7,google play,es,uk,2.1.4,No,great experience smooth performance useful feature,Positive
2024-01-06,review title 296,Poor performance and not user-friendly.,2,user296,59,5,app store,pt,india,4.2.1,No,poor performance userfriendly,Negative
2024-01-06,review title 297,Poor performance and not user-friendly.,1,user297,104,5,website,de,poland,4.2.1,No,poor performance userfriendly,Negative
2024-01-06,review title 298,"Great experience, smooth performance and useful features.",4,user298,8,7,app store,es,india,1.2.3,Yes,great experience smooth performance useful feature,Positive
2024-09-06,review title 299,Works fine but there is room for improvement.,3,user299,167,8,flipkart,ja,poland,1.2.3,No,work fine room improvement,Neutral
2024-09-06,review title 300,Amazing quality and user-friendly interface.,5,user300,2,5,amazon,en,italy,1.2.3,Yes,amazing quality userfriendly interface,Positive
2024-09-06,review title 301,"Great experience, smooth performance and useful features.",5,user301,30,7,google play,ja,usa,2.1.4,Yes,great experience smooth performance useful feature,Positive
2024-09-06,review title 302,Very reliable and worth using regularly.,5,user302,55,6,flipkart,hi,nepal,3.5.6,Yes,reliable worth using regularly,Positive
2024-09-06,review title 303,"Great experience, smooth performance and useful features.",4,user303,90,7,website,es,qatar,3.5.6,Yes,great experience smooth performance useful feature,Positive
2024-02-03,review title 304,"Decent app, neither too good nor too bad.",3,user304,89,8,amazon,pt,india,3.5.6,No,decent app neither good bad,Neutral
2024-02-03,review title 305,Very reliable and worth using regularly.,4,user305,44,6,flipkart,de,usa,5.0.3,Yes,reliable worth using regularly,Positive
2024-02-03,review title 306,"Terrible experience, needs major improvements.",2,user306,171,5,google play,en,qatar,3.5.6,No,terrible experience need major improvement,Negative
2024-02-03,review title 307,"Great experience, smooth performance and useful features.",5,user307,189,7,app store,hi,kenya,4.2.1,Yes,great experience smooth performance useful feature,Positive
2024-02-03,review title 308,Amazing quality and user-friendly interface.,5,user308,40,5,google play,hi,france,3.5.6,No,amazing quality userfriendly interface,Positive
2024-02-03,review title 309,"Waste of time, does not meet expectations.",1,user309,107,7,google play,de,germany,4.2.1,No,waste time meet expectation,Negative
2024-02-03,review title 310,"Great experience, smooth performance and useful features.",4,user310,6,7,app store,ar,india,5.0.3,No,great experience smooth performance useful feature,Positive
2024-02-03,review title 311,"Highly satisfied, the app works exactly as expected.",4,user311,168,8,app store,ja,poland,2.1.4,No,highly satisfied app work exactly expected,Positive
2024-03-02,review title 312,"Highly satisfied, the app works exactly as expected.",4,user312,99,8,website,de,uk,2.1.4,No,highly satisfied app work exactly expected,Positive
2024-03-02,review title 313,Very reliable and worth using regularly.,4,user313,164,6,flipkart,en,poland,3.5.6,No,reliable worth using regularly,Positive
2024-01-06,review title 314,Poor performance and not user-friendly.,2,user314,193,5,flipkart,ja,qatar,5.0.3,Yes,poor performance userfriendly,Negative
2024-03-02,review title 315,"Terrible experience, needs major improvements.",1,user315,11,5,app store,hi,india,3.5.6,No,terrible experience need major improvement,Negative
2024-03-02,review title 316,Very reliable and worth using regularly.,5,user316,188,6,app store,ja,italy,3.5.6,No,reliable worth using regularly,Positive
2025-02-04,review title 317,"Highly satisfied, the app works exactly as expected.",5,user317,120,8,website,fr,germany,1.2.3,Yes,highly satisfied app work exactly expected,Positive
2025-02-04,review title 318,"Not satisfied, many bugs and issues.",2,user318,63,6,website,hi,italy,5.0.3,Yes,satisfied many bug issue,Negative
2025-01-08,review title 319,"Highly satisfied, the app works exactly as expected.",5,user319,117,8,flipkart,en,germany,1.2.3,No,highly satisfied app work exactly expected,Positive
2024-06-04,review title 320,"Excellent app, very easy to use and extremely helpful.",5,user320,196,9,flipkart,es,nepal,3.5.6,Yes,excellent app easy use extremely helpful,Positive
2024-06-04,review title 321,"Not bad, but updates are needed for better performance.",3,user321,153,9,app store,fr,usa,2.1.4,Yes,bad update needed better performance,Neutral
2024-06-04,review title 322,"Great experience, smooth performance and useful features.",4,user322,78,7,flipkart,ja,nepal,5.0.3,No,great experience smooth performance useful feature,Positive
2024-06-04,review title 323,Amazing quality and user-friendly interface.,4,user323,143,5,google play,ja,kenya,2.1.4,Yes,amazing quality userfriendly interface,Positive
2024-06-04,review title 324,Very reliable and worth using regularly.,4,user324,89,6,website,fr,india,2.1.4,Yes,reliable worth using regularly,Positive
2025-02-01,review title 325,Poor performance and not user-friendly.,1,user325,45,5,flipkart,fr,qatar,2.1.4,No,poor performance userfriendly,Negative
2024-02-02,review title 326,"Very disappointing experience, the app crashes often.",1,user326,57,7,flipkart,de,poland,1.2.3,Yes,disappointing experience app crash often,Negative
2025-01-02,review title 327,"Excellent app, very easy to use and extremely helpful.",4,user327,84,9,app store,pt,qatar,1.2.3,Yes,excellent app easy use extremely helpful,Positive
2025-01-02,review title 328,Amazing quality and user-friendly interface.,4,user328,67,5,website,es,india,4.2.1,Yes,amazing quality userfriendly interface,Positive
2024-03-02,review title 329,"Great experience, smooth performance and useful features.",5,user329,128,7,amazon,en,italy,4.2.1,No,great experience smooth performance useful feature,Positive
2024-05-06,review title 330,"Waste of time, does not meet expectations.",2,user330,117,7,google play,en,italy,3.5.6,No,waste time meet expectation,Negative
2024-05-06,review title 331,"Great experience, smooth performance and useful features.",5,user331,101,7,google play,en,kenya,4.2.1,No,great experience smooth performance useful feature,Positive
2024-05-06,review title 332,"Waste of time, does not meet expectations.",2,user332,177,7,google play,zh,qatar,1.2.3,Yes,waste time meet expectation,Negative
2024-02-03,review title 333,Poor performance and not user-friendly.,2,user333,118,5,flipkart,en,germany,3.5.6,No,poor performance userfriendly,Negative
2025-02-01,review title 334,"Excellent app, very easy to use and extremely helpful.",4,user334,12,9,google play,ja,italy,1.2.3,Yes,excellent app easy use extremely helpful,Positive
2025-01-07,review title 335,"Great experience, smooth performance and useful features.",4,user335,22,7,flipkart,ar,france,5.0.3,No,great experience smooth performance useful feature,Positive
2024-07-01,review title 336,"Excellent app, very easy to use and extremely helpful.",5,user336,65,9,app store,hi,france,4.2.1,Yes,excellent app easy use extremely helpful,Positive
2024-07-01,review title 337,Poor performance and not user-friendly.,2,user337,78,5,amazon,fr,usa,1.2.3,Yes,poor performance userfriendly,Negative
2024-07-01,review title 338,Poor performance and not user-friendly.,1,user338,11,5,amazon,hi,nepal,4.2.1,Yes,poor performance userfriendly,Negative
2024-07-01,review title 339,"Terrible experience, needs major improvements.",1,user339,52,5,app store,fr,qatar,2.1.4,No,terrible experience need major improvement,Negative
2024-07-01,review title 340,Very reliable and worth using regularly.,5,user340,26,6,website,fr,germany,3.5.6,Yes,reliable worth using regularly,Positive
2024-07-01,review title 341,"Highly satisfied, the app works exactly as expected.",4,user341,154,8,amazon,fr,india,2.1.4,No,highly satisfied app work exactly expected,Positive
2024-07-01,review title 342,Very reliable and worth using regularly.,4,user342,169,6,app store,fr,uk,4.2.1,No,reliable worth using regularly,Positive
2024-07-01,review title 343,Very reliable and worth using regularly.,5,user343,171,6,website,zh,poland,3.5.6,No,reliable worth using regularly,Positive
2024-07-01,review title 344,Very reliable and worth using regularly.,4,user344,54,6,flipkart,ja,nepal,5.0.3,Yes,reliable worth using regularly,Positive
2024-09-06,review title 345,"Very disappointing experience, the app crashes often.",1,user345,0,7,app store,en,kenya,5.0.3,No,disappointing experience app crash often,Negative
2024-09-06,review title 346,"Very disappointing experience, the app crashes often.",2,user346,105,7,website,pt,qatar,3.5.6,Yes,disappointing experience app crash often,Negative
2024-05-04,review title 347,Very reliable and worth using regularly.,5,user347,150,6,website,fr,india,3.5.6,No,reliable worth using regularly,Positive
2024-05-04,review title 348,The app is okay and does its job reasonably well.,3,user348,71,10,app store,fr,india,4.2.1,No,app okay job reasonably well,Neutral
2025-03-08,review title 349,"Waste of time, does not meet expectations.",1,user349,105,7,app store,ar,italy,2.1.4,No,waste time meet expectation,Negative
2025-01-09,review title 350,"Very disappointing experience, the app crashes often.",1,user350,123,7,amazon,ja,qatar,3.5.6,No,disappointing experience app crash often,Negative
2025-01-09,review title 351,Very reliable and worth using regularly.,5,user351,35,6,flipkart,zh,kenya,2.1.4,No,reliable worth using regularly,Positive
2025-01-09,review title 352,Amazing quality and user-friendly interface.,5,user352,11,5,app store,pt,india,3.5.6,Yes,amazing quality userfriendly interface,Positive
2025-01-09,review title 353,"Very disappointing experience, the app crashes often.",1,user353,45,7,website,pt,poland,3.5.6,No,disappointing experience app crash often,Negative
2025-01-09,review title 354,"Very disappointing experience, the app crashes often.",2,user354,198,7,google play,ja,kenya,3.5.6,No,disappointing experience app crash often,Negative
2025-01-09,review title 355,Poor performance and not user-friendly.,1,user355,188,5,amazon,fr,kenya,5.0.3,Yes,poor performance userfriendly,Negative
2024-08-07,review title 356,Amazing quality and user-friendly interface.,5,user356,120,5,flipkart,ar,nepal,2.1.4,No,amazing quality userfriendly interface,Positive
2025-03-03,review title 357,"Not bad, but updates are needed for better performance.",3,user357,191,9,flipkart,ja,poland,4.2.1,Yes,bad update needed better performance,Neutral
2025-03-03,review title 358,"Terrible experience, needs major improvements.",2,user358,146,5,flipkart,ar,france,5.0.3,No,terrible experience need major improvement,Negative
2024-05-04,review title 359,"Highly satisfied, the app works exactly as expected.",4,user359,60,8,website,ar,india,3.5.6,No,highly satisfied app work exactly expected,Positive
2024-05-04,review title 360,"Not bad, but updates are needed for better performance.",3,user360,188,9,google play,zh,qatar,1.2.3,No,bad update needed better performance,Neutral
2024-05-04,review title 361,Very reliable and worth using regularly.,4,user361,135,6,google play,zh,poland,4.2.1,Yes,reliable worth using regularly,Positive
2024-05-04,review title 362,"Not bad, but updates are needed for better performance.",3,user362,195,9,website,de,kenya,1.2.3,Yes,bad update needed better performance,Neutral
2024-05-04,review title 363,The app is okay and does its job reasonably well.,3,user363,147,10,google play,pt,nepal,3.5.6,No,app okay job reasonably well,Neutral
2024-05-04,review title 364,"Terrible experience, needs major improvements.",2,user364,166,5,google play,de,kenya,1.2.3,No,terrible experience need major improvement,Negative
2024-05-04,review title 365,Very reliable and worth using regularly.,5,user365,101,6,website,fr,germany,5.0.3,No,reliable worth using regularly,Positive
2024-05-04,review title 366,Amazing quality and user-friendly interface.,4,user366,193,5,amazon,es,france,4.2.1,No,amazing quality userfriendly interface,Positive
2024-05-04,review title 367,"Waste of time, does not meet expectations.",1,user367,50,7,website,zh,india,3.5.6,No,waste time meet expectation,Negative
2025-01-06,review title 368,"Excellent app, very easy to use and extremely helpful.",5,user368,64,9,google play,ar,france,5.0.3,Yes,excellent app easy use extremely helpful,Positive
2025-01-06,review title 369,"Very disappointing experience, the app crashes often.",2,user369,88,7,google play,de,qatar,5.0.3,Yes,disappointing experience app crash often,Negative
2024-04-06,review title 370,Amazing quality and user-friendly interface.,4,user370,88,5,google play,fr,india,2.1.4,No,amazing quality userfriendly interface,Positive
2024-04-06,review title 371,Poor performance and not user-friendly.,1,user371,5,5,website,hi,india,1.2.3,No,poor performance userfriendly,Negative
2024-04-06,review title 372,The app is okay and does its job reasonably well.,3,user372,184,10,amazon,de,usa,2.1.4,Yes,app okay job reasonably well,Neutral
2024-05-08,review title 373,"Great experience, smooth performance and useful features.",5,user373,155,7,website,en,uk,4.2.1,Yes,great experience smooth performance useful feature,Positive
2024-05-08,review title 374,Amazing quality and user-friendly interface.,4,user374,137,5,website,es,india,5.0.3,Yes,amazing quality userfriendly interface,Positive
2024-05-08,review title 375,Amazing quality and user-friendly interface.,5,user375,169,5,website,hi,india,3.5.6,Yes,amazing quality userfriendly interface,Positive
2025-03-09,review title 376,"Highly satisfied, the app works exactly as expected.",5,user376,110,8,app store,en,germany,3.5.6,No,highly satisfied app work exactly expected,Positive
2025-03-09,review title 377,"Not satisfied, many bugs and issues.",2,user377,141,6,website,en,usa,3.5.6,No,satisfied many bug issue,Negative
2025-03-09,review title 378,Amazing quality and user-friendly interface.,5,user378,128,5,amazon,en,india,4.2.1,Yes,amazing quality userfriendly interface,Positive
2025-03-09,review title 379,"Very disappointing experience, the app crashes often.",1,user379,60,7,google play,hi,india,2.1.4,No,disappointing experience app crash often,Negative
2025-03-09,review title 380,"Terrible experience, needs major improvements.",2,user380,120,5,google play,fr,usa,2.1.4,No,terrible experience need major improvement,Negative
2025-03-09,review title 381,"Terrible experience, needs major improvements.",2,user381,43,5,amazon,de,italy,4.2.1,No,terrible experience need major improvement,Negative
2025-03-09,review title 382,Amazing quality and user-friendly interface.,4,user382,9,5,flipkart,en,poland,4.2.1,Yes,amazing quality userfriendly interface,Positive
2025-03-09,review title 383,The app is okay and does its job reasonably well.,3,user383,112,10,google play,de,india,4.2.1,Yes,app okay job reasonably well,Neutral
2025-03-09,review title 384,"Not satisfied, many bugs and issues.",1,user384,121,6,website,zh,usa,2.1.4,No,satisfied many bug issue,Negative
2025-03-09,review title 385,"Terrible experience, needs major improvements.",1,user385,186,5,app store,hi,kenya,4.2.1,No,terrible experience need major improvement,Negative
2025-03-09,review title 386,"Terrible experience, needs major improvements.",2,user386,82,5,amazon,ar,uk,4.2.1,Yes,terrible experience need major improvement,Negative
2025-03-09,review title 387,"Highly satisfied, the app works exactly as expected.",4,user387,90,8,app store,ar,india,5.0.3,No,highly satisfied app work exactly expected,Positive
2025-03-09,review title 388,Poor performance and not user-friendly.,2,user388,50,5,flipkart,es,uk,4.2.1,No,poor performance userfriendly,Negative
2025-03-09,review title 389,"Not satisfied, many bugs and issues.",2,user389,171,6,app store,es,france,3.5.6,No,satisfied many bug issue,Negative
